,REP_DATE,CAD_date_time,X_COORDINATE,Y_COORDINATE,search_success,isMale,race_known,BLACK,HISPANIC OR LATINO,WHITE,CALL FOR SERVICE,CONSENSUAL CONTACT,MOTOR VEHICLE DRIVER,OTHER,PRE-EXISTING KNOWLEDGE,SUSPICIOUS PERSON / VEHICLE,VIOLATION OF CITY ORDIANCE,VIOLATION OF PENAL CODE,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,ADAM PD,BAKER,CHARLIE,DAVID,EDWARD,FRANK,GEORGE,HENR,IDA,OOC,TRAVIS PD
6172,1.524345148604475,1.537811713073114,-0.08485245434094336,-0.37748017490023117,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
6192,-1.5868183104325273,-1.5880259730918278,-0.2507471259061403,-0.43010292870322847,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
6217,-0.031236580914026126,-0.025107130009356958,0.3888041151366065,-0.09900697266863376,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
6241,-0.031236580914026126,-0.025107130009356958,-1.6662604025562069,-1.5899404769906105,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
6322,-1.5868183104325273,-1.5880259730918278,-0.09327641919826438,-0.25767659581066626,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
6488,-0.031236580914026126,-0.025107130009356958,1.0892376476481733,0.26912970347094717,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6530,-0.031236580914026126,-0.025107130009356958,0.3045644665633963,0.6244000717855991,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
6609,-0.031236580914026126,-0.025107130009356958,0.7450995378519341,-0.2800702042395221,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
6611,-0.031236580914026126,-0.025107130009356958,0.39885543684136454,0.9721910639252056,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
6691,-1.5868183104325273,-1.5880259730918278,0.11540816476718807,-0.46211287792857114,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
6757,-0.031236580914026126,-0.025107130009356958,0.33021926862887396,0.7106354982800202,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
6772,-0.031236580914026126,-0.025107130009356958,0.10353803246823574,-0.49639335206419544,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
6837,-0.031236580914026126,-0.025107130009356958,-0.881874402091566,-1.5190644837128002,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6883,-0.031236580914026126,-0.025107130009356958,-0.8072074408562205,-1.7900137896730721,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
7031,-0.031236580914026126,-0.025107130009356958,-0.029713775274842164,-0.5559167207905976,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
7104,-1.5868183104325273,-1.5880259730918278,2.656478018603397,0.16170271114723103,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
7188,1.524345148604475,1.537811713073114,0.2623489154034126,0.30826286810109493,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7191,1.524345148604475,1.537811713073114,-0.729860127166273,-0.9950184304005488,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7193,-1.5868183104325273,-1.5880259730918278,0.3886126613898492,-0.27486135297475844,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
7214,-1.5868183104325273,-1.5880259730918278,0.47361812495008854,-0.2652004920819916,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
7287,1.524345148604475,1.537811713073114,0.12890565391357747,1.6175098595042632,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
7293,1.524345148604475,1.537811713073114,0.6807710789414827,1.3277730729138177,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7373,-0.031236580914026126,-0.025107130009356958,1.4272492375481791,0.32598186642054744,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7421,-0.031236580914026126,-0.025107130009356958,1.5707438207427724,0.4120392125298485,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
7422,1.524345148604475,1.537811713073114,0.45456847714773757,0.6826323577198803,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
7457,-0.031236580914026126,-0.025107130009356958,1.0689435504919,-0.029199461701544274,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
7469,-1.5868183104325273,-1.5880259730918278,0.024946269424365796,1.3247457063667756,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
7501,-0.031236580914026126,-0.025107130009356958,-1.0551400429069187,-0.8357255259105959,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
7588,-1.5868183104325273,-1.5880259730918278,0.3538638063534,0.7507481050283286,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7661,1.524345148604475,1.537811713073114,0.08812600585427342,-1.360973621822408,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
7668,-0.031236580914026126,-0.025107130009356958,0.3505133657851473,0.9197463905073284,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
7725,-1.5868183104325273,-1.5880259730918278,-0.27429593675728764,-0.4599759133071296,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
7804,1.524345148604475,1.537811713073114,-0.03612747579121158,1.3308449595571399,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
7873,-0.031236580914026126,-0.025107130009356958,1.2977307778668685,0.8992671462185139,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
8052,-0.031236580914026126,-0.025107130009356958,0.9160677337061992,-0.21030721336871266,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8071,-0.031236580914026126,-0.025107130009356958,0.3978024412341994,0.8806132258771806,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8082,1.524345148604475,1.537811713073114,-0.21963589205807962,-0.7255382876175178,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
8083,1.524345148604475,1.537811713073114,-0.21963589205807962,-0.7255382876175178,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
8165,-0.031236580914026126,-0.025107130009356958,0.9160677337061992,-0.21030721336871266,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8208,-0.031236580914026126,-0.025107130009356958,-0.28118827164055027,-0.8444514647814821,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8219,-1.5868183104325273,-1.5880259730918278,0.7459610797123418,-0.4766264293158614,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
8285,1.524345148604475,1.537811713073114,1.068369189251628,0.2553284736241374,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
8313,-0.031236580914026126,-0.025107130009356958,0.09348671076347771,1.349543399994753,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
8516,-0.031236580914026126,-0.025107130009356958,0.37846561281171254,0.28266381274007674,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
8552,1.524345148604475,1.537811713073114,-0.7768620219951892,-0.3683535551628247,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8572,-0.031236580914026126,-0.025107130009356958,0.7450995378519341,-0.2800702042395221,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
8582,-0.031236580914026126,-0.025107130009356958,0.8229254859087748,-0.19962239026150508,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8620,-0.031236580914026126,-0.025107130009356958,0.37846561281171254,0.28266381274007674,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
8680,-0.031236580914026126,-0.025107130009356958,-0.05307113237923226,1.3045335826556412,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
8703,-1.5868183104325273,-1.5880259730918278,0.015086401466365059,1.027885704371525,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8736,-0.031236580914026126,-0.025107130009356958,0.7343781280335254,0.6191467004245553,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
8886,-0.031236580914026126,-0.025107130009356958,-0.2516086677665481,-1.0451035387155843,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
8902,1.524345148604475,1.537811713073114,-1.5920720756877549,-1.4124388531221246,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
8910,-0.031236580914026126,-0.025107130009356958,-1.0622238315369388,-1.1917527358620081,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
8920,-0.031236580914026126,-0.025107130009356958,1.145907956688333,0.3062594637684935,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
8921,-0.031236580914026126,-0.025107130009356958,1.145907956688333,0.3062594637684935,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
8966,-0.031236580914026126,-0.025107130009356958,0.21381539060043814,1.0761009686427994,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
9017,-0.031236580914026126,-0.025107130009356958,-0.6251349276900323,-0.34190861797248595,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
9020,-0.031236580914026126,-0.025107130009356958,0.31279697767396003,0.43652526548386583,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9023,1.524345148604475,1.537811713073114,-0.6565333421582288,-0.38019590077331306,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
9188,-0.031236580914026126,-0.025107130009356958,-0.197235803687476,1.5027370512943417,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
9227,-0.031236580914026126,-0.025107130009356958,0.16001688776163803,0.9762869127829684,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
9336,-0.031236580914026126,-0.025107130009356958,-0.6870702147660175,-0.9350943808076263,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9367,-0.031236580914026126,-0.025107130009356958,-3.2293845179561487,-1.907992044815156,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9372,1.524345148604475,1.537811713073114,0.38430495208781,0.6980808311290513,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
9416,-0.031236580914026126,-0.025107130009356958,0.16001688776163803,0.9762869127829684,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
9418,-0.031236580914026126,-0.025107130009356958,-1.3476813679520667,-1.072884078794324,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
9446,-0.031236580914026126,-0.025107130009356958,-1.3694113682090199,-1.0787162114070081,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
9457,-1.5868183104325273,-1.5880259730918278,-0.7575251935727023,-0.9833986852714606,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9468,-0.031236580914026126,-0.025107130009356958,0.5388081257209478,0.5624726178600752,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
9520,-1.5868183104325273,-1.5880259730918278,-1.300870926869908,-1.101243380124704,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
9530,1.524345148604475,1.537811713073114,1.6623544385661384,0.4857199718733007,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
9655,-0.031236580914026126,-0.025107130009356958,-0.4496675687869706,-0.9561969064443613,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9733,1.524345148604475,1.537811713073114,-0.23428210368501273,-0.4884687749263498,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
9806,-0.031236580914026126,-0.025107130009356958,-0.32330809592715537,-0.39991830342536705,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
9887,-0.031236580914026126,-0.025107130009356958,1.466401528760046,0.33853653357151636,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
9975,-1.5868183104325273,-1.5880259730918278,0.43685900557268775,-0.10127749757891537,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9984,-1.5868183104325273,-1.5880259730918278,-0.2492154959320818,-1.0078847382254779,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
10111,1.524345148604475,1.537811713073114,-0.6824753248438423,-0.3661275503488231,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10152,-0.031236580914026126,-0.025107130009356958,-0.7541747530044496,-1.0035662888863148,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
10282,-0.031236580914026126,-0.025107130009356958,-0.09318069232488572,0.7789738460698686,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
10338,-1.5868183104325273,-1.5880259730918278,0.956081566778474,0.5276579025690905,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
10351,-1.5868183104325273,-1.5880259730918278,0.13512790068318958,1.2912220738679119,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
10394,-0.031236580914026126,-0.025107130009356958,-1.5687147185833648,-1.0522267541203894,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10395,-0.031236580914026126,-0.025107130009356958,-1.5687147185833648,-1.0522267541203894,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10472,1.524345148604475,1.537811713073114,-0.42602303106244455,-0.29137830869465015,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
10473,1.524345148604475,1.537811713073114,0.45456847714773757,0.6826323577198803,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
10494,1.524345148604475,1.537811713073114,0.33433552418415585,0.7821792930020309,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
10496,1.524345148604475,-0.025107130009356958,-0.6407384080507519,-0.3311347546727183,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10538,-1.5868183104325273,-1.5880259730918278,0.44049662676107637,1.4137858989268386,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
10564,-1.5868183104325273,-1.5880259730918278,-0.27429593675728764,-0.4599759133071296,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
10602,-1.5868183104325273,-1.5880259730918278,-0.4742693752452831,-0.7448154893067714,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
10606,-0.031236580914026126,-0.025107130009356958,0.9246831523102775,0.31102311407045685,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
10731,-1.5868183104325273,-1.5880259730918278,-0.25936254451021856,-0.5163828752939296,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
10734,-1.5868183104325273,-1.5880259730918278,0.6751231934121424,0.536784522306497,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
10858,1.524345148604475,1.537811713073114,0.6326204616320228,-0.845653507381043,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
10998,-0.031236580914026126,-0.025107130009356958,-1.542294101530858,-1.0530726359497098,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
11034,1.524345148604475,1.537811713073114,0.3657339386523523,0.3961455381578772,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
11042,-0.031236580914026126,-0.025107130009356958,1.993856601076396,0.22821573498959816,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
11101,-1.5868183104325273,-1.5880259730918278,0.33021926862887396,0.7106354982800202,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
11110,-1.5868183104325273,-1.5880259730918278,-1.0094783243053036,-0.8559821697180102,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
11148,-0.031236580914026126,-0.025107130009356958,-2.404984684419233,2.7126597078967594,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
11199,-0.031236580914026126,-0.025107130009356958,1.254366504226341,0.13623721607505299,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11214,-0.031236580914026126,-0.025107130009356958,1.2286159752874848,2.0387144904096415,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11231,-0.031236580914026126,-0.025107130009356958,1.6604399010985653,0.3907586065079934,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
11241,-0.031236580914026126,-0.025107130009356958,-0.7574294666993237,-1.5561052038177865,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
11249,1.524345148604475,1.537811713073114,0.22463252729222535,-0.6022621410181104,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11278,-0.031236580914026126,-0.025107130009356958,0.9304267647129963,0.29130071141840286,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
11316,-1.5868183104325273,-1.5880259730918278,0.44384706732932905,0.6781358279955971,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
11354,-0.031236580914026126,-0.025107130009356958,-0.5183037369994612,-0.9559297858666811,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
11449,-0.031236580914026126,-0.025107130009356958,-0.2590753638900826,-0.47457850488698,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11455,-0.031236580914026126,-0.025107130009356958,1.6604399010985653,0.3907586065079934,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
11462,-0.031236580914026126,-0.025107130009356958,0.6880463213182599,1.0421766552774152,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
11755,-0.031236580914026126,-0.025107130009356958,0.5441688306301521,0.7100567370283798,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
11782,-1.5868183104325273,-1.5880259730918278,0.7006822686042414,-0.426674881289666,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11790,-1.5868183104325273,-1.5880259730918278,-0.30885333804697956,-0.8741463690002631,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
11864,-1.5868183104325273,-1.5880259730918278,-0.2717113111760642,-0.5312971075477402,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11877,-1.5868183104325273,-1.5880259730918278,0.144796314894433,0.9790471587523304,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
11928,-0.031236580914026126,-0.025107130009356958,0.6543504618889758,0.660906550735225,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
11990,-0.031236580914026126,-0.025107130009356958,-0.7548448411181001,-0.3241005794604733,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
12067,-0.031236580914026126,-0.025107130009356958,1.2694913502201675,1.4757133528523625,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
12079,-0.031236580914026126,-0.025107130009356958,0.855472622857515,1.5039836139901825,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12091,-0.031236580914026126,-0.025107130009356958,0.5504868042731429,-0.42297971329842343,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12098,-0.031236580914026126,-0.025107130009356958,-1.0219228178445279,2.099573462024445,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
12125,-1.5868183104325273,-1.5880259730918278,0.49620966706744946,0.6965671478555302,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12143,-0.031236580914026126,-0.025107130009356958,0.5070268037592367,0.6716358939387125,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
